CameraX,1.5463097,2.66327
CameraY,-9.975601,2.67086
HEADING,2.1658981,2.67087
rawtorque,-0.464637,2.67088
centroid_x,63,2.67342
centroid_y,-120,2.67992
filterx,57.56572939161,2.67993
rawtorque,-0.461891,2.68008
CameraX,1.4908051,2.68361
CameraY,-10.011843,2.68693
HEADING,2.14924843,2.68694
rawtorque,-0.465553,2.68695
centroid_x,57,2.69364
centroid_y,-114,2.70303
filterx,57.57317391361,2.70305
rawtorque,-0.466468,2.70335
CameraX,1.43127643,2.70377
CameraY,-10.049231,2.70488
HEADING,2.13158931,2.70491
rawtorque,-0.468299,2.70493
CameraX,1.37452431,2.714
CameraY,-10.083569,2.7215
HEADING,2.11492569,2.72152
rawtorque,-0.471656,2.72153
rawtorque,-0.473793,2.72411
centroid_x,57,2.73416
centroid_y,-114,2.73472
filterx,58.02448280871,2.73473
